income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2021-09,10223342,4846281,3925456,1408155,920825,10179892,995749.9221,90070.83985,383969.9386,474040.7784,383969.9386,137739.205
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2021-10,10223342,5075093,4397805,1653631,677288,11126529,1088345.572,66249.17762,430172.9317,496422.1093,430172.9317,161750.5313
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2021-12,10223342,5155224,4494976,0,660248,9650200,943937.9021,64582.40368,439677.7492,504260.1529,439677.7492,0
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2021-11,10223342,5239670,4663456,2292798,576214,12195924,1192948.842,56362.58672,456157.6831,512520.2698,456157.6831,224270.8891
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2022-01,10300205,5277554,4670607,2029742,606947,11977903,1162880.059,58925.72041,453447.9654,512373.6858,453447.9654,197058.4081
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2022-02,10300205,5333190,4800260,2898246,532930,13031696,1265188.023,51739.74693,466035.3847,517775.1317,466035.3847,281377.5066
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2022-03,10300205,5351622,4832840,3179217,518782,13363679,1297418.741,50366.18203,469198.4286,519564.6106,469198.4286,308655.7015
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2022-04,10300205,5365457,4845541,3315427,519916,13526425,1313219.009,50476.27693,470431.5108,520907.7878,470431.5108,321879.7102
Middle income,Economy in transition,world,Asia,Azerbaijan,AZE,2022-05,10300205,5372656,4853661,3367787,518995,13594104,1319789.655,50386.86123,471219.8447,521606.7059,471219.8447,326963.1041
High income,Developing,world,North America,Bahamas,BHS,2022-04,400516,0,158417,28392,0,186809,466420.8171,0,395532.2634,0,395532.2634,70888.55377
High income,Developing,world,Asia,Bahrain,BHR,2022-01,1783983,1223859,1193959,939199,29900,3357017,1881753.918,16760.2494,669265.9067,686026.1561,669265.9067,526461.8553
High income,Developing,world,Asia,Bahrain,BHR,2022-03,1783983,1233370,1217042,975460,16328,3425872,1920350.138,9152.553584,682204.9313,691357.4849,682204.9313,546787.7216
High income,Developing,world,Asia,Bahrain,BHR,2022-04,1783983,1234432,1218665,980996,15767,3434093,1924958.366,8838.088704,683114.6934,691952.7821,683114.6934,549890.8902
High income,Developing,world,Asia,Bahrain,BHR,2022-05,1783983,1236935,1220737,987441,16198,3445113,1931135.555,9079.682934,684276.1394,693355.8223,684276.1394,553503.5928
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-04,166303498,5819656,2805694,0,3013962,8625350,51865.11471,18123.26281,16870.92595,34994.18876,16870.92595,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-05,166303498,5822177,4223178,0,1598999,10045355,60403.7505,9614.945081,25394.40271,35009.34779,25394.40271,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-06,166303498,5892889,4293201,0,1599688,10186090,61250.00449,9619.088108,25815.45819,35434.5463,25815.45819,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-07,166303498,10289797,4443517,0,5846280,14733314,88592.92906,35154.2816,26719.32373,61873.60533,26719.32373,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-08,166303498,18875917,8359631,0,10516286,27235548,163770.1451,63235.50693,50267.31909,113502.826,50267.31909,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2021-09,166303498,51611401,33143905,0,18467496,84755306,509642.3528,111046.9486,199297.7021,310344.6507,199297.7021,0
Middle income,Least developed,world,Asia,Bangladesh,BGD,2022-02,167885689,124258875,84142560,3803147,40116315,212204582,1263982.554,238950.1764,501189.5922,740139.7686,501189.5922,22653.19351
Middle income,Least developed,world,Asia,Bangladesh,BGD,2022-03,167885689,127674553,112359200,9466421,15315353,249500174,1486131.281,91224.88695,669260.1416,760485.0286,669260.1416,56386.11043
Middle income,Least developed,world,Asia,Bangladesh,BGD,2022-04,167885689,128568620,116425878,12799313,12142742,257793811,1535531.781,72327.43942,693483.0401,765810.4795,693483.0401,76238.26114
High income,Developing,world,North America,Barbados,BRB,2021-04,287711,74781,15753,0,59028,90534,314669.9292,205164.2099,54752.85964,259917.0696,54752.85964,0
High income,Developing,world,North America,Barbados,BRB,2021-03,287711,75794,38919,0,36875,114713,398709.1213,128166.8063,135271.1575,263437.9638,135271.1575,0
High income,Developing,world,North America,Barbados,BRB,2021-05,287711,78631,60720,0,17911,139351,484343.6643,62253.44182,211045.1112,273298.5531,211045.1112,0
High income,Developing,world,North America,Barbados,BRB,2021-06,287711,95385,71181,0,24204,166566,578935.112,84126.08486,247404.5136,331530.5984,247404.5136,0
High income,Developing,world,North America,Barbados,BRB,2021-07,287711,99695,76247,0,23448,175942,611523.3689,81498.4481,265012.4604,346510.9085,265012.4604,0
High income,Developing,world,North America,Barbados,BRB,2021-08,287711,111132,94680,0,16452,205812,715342.8267,57182.38093,329080.2229,386262.6038,329080.2229,0
High income,Developing,world,North America,Barbados,BRB,2021-09,287711,136011,105874,0,30137,241885,840722.1135,104747.4723,367987.3206,472734.7929,367987.3206,0
High income,Developing,world,North America,Barbados,BRB,2021-10,287711,149083,126914,0,22169,275997,959285.5331,77053.015,441116.259,518169.274,441116.259,0
High income,Developing,world,North America,Barbados,BRB,2021-11,287711,154100,136754,21662,17346,312516,1086214.987,60289.66567,475317.2454,535606.9111,475317.2454,75290.83003
High income,Developing,world,North America,Barbados,BRB,2021-12,287711,156712,143676,31072,13036,331460,1152058.837,45309.35557,499376.1101,544685.4656,499376.1101,107997.2611
High income,Developing,world,North America,Barbados,BRB,2022-01,288023,159934,147185,41378,12749,348497,1209962.399,44263.82615,511018.2173,555282.0434,511018.2173,143662.1381
High income,Developing,world,North America,Barbados,BRB,2022-02,288023,161561,149445,45916,12116,356922,1239213.535,42066.085,518864.8129,560930.8979,518864.8129,159417.8243
High income,Developing,world,North America,Barbados,BRB,2022-03,288023,162179,150663,48358,11516,361200,1254066.516,39982.91803,523093.6418,563076.5599,523093.6418,167896.3138
High income,Developing,world,North America,Barbados,BRB,2022-04,288023,163468,148984,50559,14484,363011,1260354.208,50287.65064,517264.2463,567551.8969,517264.2463,175538.0647
High income,Developing,world,North America,Barbados,BRB,2022-05,288023,164190,152825,54839,11365,371854,1291056.617,39458.65434,530599.9868,570058.6412,530599.9868,190397.989
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-02,9442862,719736,1207895,328873,-488159,2256504,238963.9921,-51696.08536,127916.1974,76220.11208,127916.1974,34827.68254
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-03,9442862,849026,1291766,334033,-442740,2474825,262084.2071,-46886.20886,136798.1445,89911.9356,136798.1445,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-04,9442862,1048025,1385885,334033,-337860,2767943,293125.4317,-35779.40671,146765.3557,110985.949,146765.3557,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-05,9442862,1368526,1576837,334033,-208311,3279396,347288.3539,-22060.15507,166987.191,144927.0359,166987.191,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-06,9442862,1730313,1900130,334033,-169817,3964476,419838.3922,-17983.63674,201223.951,183240.3142,201223.951,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-07,9442862,2156772,2243766,334033,-86994,4734571,501391.5273,-9212.673022,237615.0366,228402.3636,237615.0366,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-08,9442862,2449977,2655716,334033,-205739,5439726,576067.51,-21787.78002,281240.5815,259452.8015,281240.5815,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-09,9442862,2992234,2890572,334033,101662,6216839,658363.852,10766.01564,306111.8546,316877.8703,306111.8546,35374.12704
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-10,9442862,3677036,3416869,339199,260167,7433104,787166.4332,27551.71049,361846.7579,389398.4684,361846.7579,35921.20694
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-12,9442862,4356041,3228165,0,1127876,7584206,803168.1497,119442.1776,341862.986,461305.1636,341862.986,0
Middle income,Economy in transition,world,Europe,Belarus,BLR,2021-11,9442862,4569929,4128445,432681,441484,9131055,966979.6085,46753.19834,437202.7252,483955.9235,437202.7252,45820.95979
Middle income,Economy in transition,world,Europe,Belarus,BLR,2022-01,9432800,5398809,4372737,439420,1026072,10210966,1082495.759,108777.0333,463567.2335,572344.2668,463567.2335,46584.25918
Middle income,Economy in transition,world,Europe,Belarus,BLR,2022-02,9432800,5643090,4832665,507762,810425,10983517,1164396.256,85915.63481,512325.6085,598241.2433,512325.6085,53829.40378
Middle income,Economy in transition,world,Europe,Belarus,BLR,2022-03,9432800,5890999,5458454,596467,432545,11945920,1266423.543,45855.41939,578667.4158,624522.8352,578667.4158,63233.29234
Middle income,Economy in transition,world,Europe,Belarus,BLR,2022-04,9432800,6147052,5783635,691479,363417,12622166,1338114.452,38526.94852,613140.849,651667.7975,613140.849,73305.80528
Middle income,Economy in transition,world,Europe,Belarus,BLR,2022-05,9432800,6278880,6135493,726983,143387,13141356,1393155.373,15200.89475,650442.3925,665643.2873,650442.3925,77069.69299
High income,Developed economy,world,Europe,Belgium,BEL,2021-02,11632326,821578,602849,2636349,218729,4060776,349094.0677,18803.54797,51825.31851,70628.86649,51825.31851,226639.8827
High income,Developed economy,world,Europe,Belgium,BEL,2021-03,11632326,1886466,886398,2666473,1000068,5439337,467605.2752,85973.1751,76201.26877,162174.4439,76201.26877,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2021-04,11632326,3443320,1156305,2666473,2287015,7266098,624647.0396,196608.5717,99404.45273,296013.0244,99404.45273,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2021-05,11632326,5478767,2875364,2666473,2603403,11020604,947411.8934,223807.6031,247187.3639,470994.967,247187.3639,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2021-06,11632326,7762825,4515171,2666473,3247654,14944469,1284736.088,279192.1409,388157.1923,667349.3332,388157.1923,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2022-02,11668278,8262704,8189017,6873736,73687,23325457,1999048.789,6315.156358,701818.8117,708133.968,701818.8117,589096.0089
High income,Developed economy,world,Europe,Belgium,BEL,2022-03,11668278,8266206,8194897,6906618,71309,23367721,2002670.917,6111.355934,702322.7421,708434.098,702322.7421,591914.0768
High income,Developed economy,world,Europe,Belgium,BEL,2022-04,11668278,8269510,8198255,6921137,71255,23388902,2004486.18,6106.728002,702610.5309,708717.2589,702610.5309,593158.3906
High income,Developed economy,world,Europe,Belgium,BEL,2022-05,11668278,8271163,8199689,6934182,71474,23405034,2005868.732,6125.496839,702733.4282,708858.925,702733.4282,594276.3791
High income,Developed economy,world,Europe,Belgium,BEL,2021-07,11632326,8396068,7211313,2666473,1184755,18273854,1570954.425,101850.2232,619937.3195,721787.5427,619937.3195,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2021-08,11632326,8798207,8530382,2666473,267825,19995062,1718922.08,23024.19998,733334.1586,756358.3586,733334.1586,229229.5625
High income,Developed economy,world,Europe,Belgium,BEL,2021-12,11632326,8881591,8343958,0,537633,17225549,1480834.444,46218.87316,717307.7852,763526.6584,717307.7852,0
High income,Developed economy,world,Europe,Belgium,BEL,2021-09,11632326,8939163,8754495,2834625,184668,20528283,1764761.665,15875.41477,752600.5547,768475.9695,752600.5547,243685.1409
High income,Developed economy,world,Europe,Belgium,BEL,2021-10,11632326,9042550,8884324,3329238,158226,21256112,1827331.18,13602.26665,763761.6071,777363.8737,763761.6071,286205.6995
High income,Developed economy,world,Europe,Belgium,BEL,2021-11,11632326,9166788,9013023,4824539,153765,23004350,1977622.532,13218.76639,774825.5164,788044.2828,774825.5164,414752.733
High income,Developed economy,world,Europe,Belgium,BEL,2022-01,11668278,9171435,8922131,6704199,249304,24797765,2125229.19,21365.96334,764648.4768,786014.4402,764648.4768,574566.2728
Middle income,Developing,world,North America,Belize,BLZ,2021-04,404914,44120,499,0,43621,44619,110193.7695,107729.0486,1232.360452,108961.4091,1232.360452,0
Middle income,Developing,world,North America,Belize,BLZ,2021-03,404914,51537,8456,0,43081,59993,148162.3258,106395.4321,20883.44686,127278.879,20883.44686,0
Middle income,Developing,world,North America,Belize,BLZ,2021-05,404914,64711,11351,0,53360,76062,187847.296,131781.0696,28033.1132,159814.1828,28033.1132,0
Middle income,Developing,world,North America,Belize,BLZ,2021-06,404914,85168,30460,0,54708,115628,285561.8724,135110.1715,75225.85043,210336.022,75225.85043,0
Middle income,Developing,world,North America,Belize,BLZ,2021-07,404914,132361,51220,0,81141,183581,453382.6936,200390.7002,126495.9967,326886.6969,126495.9967,0
Middle income,Developing,world,North America,Belize,BLZ,2021-08,404914,157436,70726,0,86710,228162,563482.6161,214144.238,174669.189,388813.427,174669.189,0
Middle income,Developing,world,North America,Belize,BLZ,2021-09,404914,195317,131537,0,63780,326854,807218.3229,157514.9291,324851.6969,482366.626,324851.6969,0
Middle income,Developing,world,North America,Belize,BLZ,2021-10,404914,206139,181343,0,24796,387482,956948.883,61237.69492,447855.594,509093.2889,447855.594,0
Middle income,Developing,world,North America,Belize,BLZ,2021-12,404914,209255,194750,6983,14505,410988,1015000.716,35822.42155,480966.3287,516788.7502,480966.3287,17245.63735
Middle income,Developing,world,North America,Belize,BLZ,2021-11,404914,209255,194750,6983,14505,410988,1015000.716,35822.42155,480966.3287,516788.7502,480966.3287,17245.63735
Middle income,Developing,world,North America,Belize,BLZ,2022-01,412190,212940,204165,31681,8775,448786,1088784.299,21288.72607,495317.6933,516606.4194,495317.6933,76860.18584
Middle income,Developing,world,North America,Belize,BLZ,2022-02,412190,214279,207036,38723,7243,460038,1116082.389,17571.9935,502282.9278,519854.9213,502282.9278,93944.54014
Middle income,Developing,world,North America,Belize,BLZ,2022-04,412190,216119,211000,45658,5119,472777,1146988.039,12419.03006,511899.852,524318.8821,511899.852,110769.3054
Middle income,Least developed,world,Africa,Benin,BEN,2021-04,12451040,10683,0,0,10683,10683,858.0006168,858.0006168,0,858.0006168,0,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-05,12451040,14109,691,0,13418,14800,1188.655727,1077.660983,55.49737211,1133.158355,55.49737211,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-06,12451040,40270,12293,0,27977,52563,4221.575065,2246.960896,987.3070844,3234.267981,987.3070844,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-07,12451040,48918,21405,0,27513,70323,5647.961937,2209.694933,1719.133502,3928.828435,1719.133502,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-08,12451040,58040,117886,0,-59846,175926,14129.42212,-4806.506123,9467.964122,4661.457999,9467.964122,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-09,12451040,63708,175788,0,-112080,239496,19235.01973,-9001.657693,14118.33871,5116.681016,14118.33871,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-10,12451040,304596,265501,0,39095,570097,45787.09891,3139.898354,21323.60028,24463.49863,21323.60028,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-11,12451040,774881,652351,0,122530,1427232,114627.5331,9840.945013,52393.29405,62234.23907,52393.29405,0
Middle income,Least developed,world,Africa,Benin,BEN,2021-12,12451040,1815764,1421442,0,394322,3237206,259994.8277,31669.80429,114162.5117,145832.316,114162.5117,0
Middle income,Least developed,world,Africa,Benin,BEN,2022-01,12784726,2039793,1625516,0,414277,3665309,286694.3726,32404.05778,127145.1574,159549.2152,127145.1574,0
Middle income,Least developed,world,Africa,Benin,BEN,2022-03,12784726,2955274,2430934,0,524340,5386208,421300.2297,41013.00255,190143.6136,231156.6161,190143.6136,0
Middle income,Least developed,world,Africa,Benin,BEN,2022-04,12784726,3152148,2619609,0,532539,5771757,451457.2311,41654.31469,204901.4582,246555.7729,204901.4582,0
